Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,WEST,40,HENRY,83,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9531000,20.5
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,MUSKOGEE,101,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9531000,
CENSUS,1997,YEAR,,COUNTY,TEXAS,48,CROSS TIMBERS,30,WISE,497,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9532000,
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9536000,22.9
CENSUS,1997,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9537000,
CENSUS,2002,YEAR,,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9540000,
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9545000,9.5
CENSUS,2007,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9548000,
CENSUS,2012,YEAR,,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,RICHLAND,77,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9550000,10.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",9550000,10.3
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,WEST,40,CEDAR,39,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9553000,20.5
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9555000,22.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9564000,6.4
CENSUS,2002,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CLINTON,37,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9564000,
CENSUS,2002,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (5,000 TO 9,999 $)",9565000,
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9567000,25.6
CENSUS,1997,YEAR,,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PIERCE,93,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9575000,
CENSUS,1997,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9579000,
CENSUS,1997,YEAR,,STATE,GEORGIA,13,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (5,000 TO 9,999 $)",9580000,
CENSUS,2012,YEAR,,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9581000,12.5
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9585000,16.5
CENSUS,2007,YEAR,,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9586000,
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MASON,319,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9586000,
CENSUS,2017,YEAR,,COUNTY,MONTANA,30,NORTHEAST,30,GARFIELD,33,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9587000,17.9
CENSUS,2002,YEAR,,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,MERCER,85,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9587000,
CENSUS,2017,YEAR,,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,SEQUOYAH,135,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9593000,4.1
CENSUS,1997,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9596000,
CENSUS,2017,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),9602000,21.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTHWEST,70,PAGE,145,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9604000,11.7
CENSUS,2002,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,CODINGTON,29,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9606000,
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9608000,
CENSUS,2002,YEAR,,COUNTY,IOWA,19,CENTRAL,50,DALLAS,49,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9611000,
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",9615000,5.9
CENSUS,2012,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",9616000,(H)
CENSUS,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),9617000,6.5
CENSUS,2017,YEAR,,COUNTY,TEXAS,48,UPPER COAST,90,WHARTON,481,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9619000,5.4
CENSUS,1997,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9623000,
CENSUS,1997,YEAR,,COUNTY,KANSAS,20,NORTHWEST,10,DECATUR,39,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9631000,
CENSUS,1997,YEAR,,COUNTY,KANSAS,20,CENTRAL,50,MARION,115,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9632000,
CENSUS,2012,YEAR,,COUNTY,SOUTH CAROLINA,45,EASTERN,30,MARLBORO,69,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9635000,9
CENSUS,2012,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",9635000,9.2
CENSUS,2007,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9638000,
CENSUS,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",9644000,39.4
CENSUS,2012,YEAR,,COUNTY,OKLAHOMA,40,SOUTHWEST,30,COTTON,33,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9644000,4.3
CENSUS,2017,YEAR,,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9645000,11.2
CENSUS,2012,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",9646000,8.2
CENSUS,2007,YEAR,,COUNTY,WISCONSIN,55,SOUTHEAST,90,WASHINGTON,131,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9647000,
CENSUS,1997,YEAR,,STATE,MAINE,23,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (50,000 TO 99,999 $)",9648000,
CENSUS,1997,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9650000,
CENSUS,2017,YEAR,,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,MCHENRY,49,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9652000,31.5
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9653000,12.5
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (25,000 TO 49,999 $)",9653000,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9653000,3.6
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9655000,4.8
CENSUS,2012,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",9655000,(H)
CENSUS,2012,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",9655000,5.3
CENSUS,1997,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9660000,
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),9661000,12
CENSUS,1997,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,GREENE,133,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9661000,
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",9662000,16.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9663000,3.6
CENSUS,2012,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,WOODS,151,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9663000,4.3
CENSUS,2017,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",9673000,21.8
CENSUS,1997,YEAR,,COUNTY,IOWA,19,SOUTHWEST,70,MONTGOMERY,137,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9674000,
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9675000,
CENSUS,2017,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",9676000,13.4
CENSUS,2012,YEAR,,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,RANSOM,73,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9679000,10.1
CENSUS,2012,YEAR,,COUNTY,NEW MEXICO,35,NORTHEAST,30,COLFAX,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9680000,0.8
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9680000,
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,WAUSHARA,137,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9681000,5.3
CENSUS,2002,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,CLINTON,45,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9681000,
CENSUS,2002,YEAR,,COUNTY,OKLAHOMA,40,NORTHEAST,70,OSAGE,113,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9685000,
CENSUS,2017,YEAR,,COUNTY,WYOMING,56,SOUTH CENTRAL,40,ALBANY,1,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9690000,10
CENSUS,2012,YEAR,,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,BOWMAN,11,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9690000,10.1
CENSUS,2012,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),9691000,7.7
CENSUS,2012,YEAR,,STATE,WYOMING,56,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",9703000,25.4
CENSUS,2017,YEAR,,COUNTY,OKLAHOMA,40,SOUTHWEST,30,COMANCHE,31,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9704000,4.1
CENSUS,2007,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9709000,
CENSUS,2017,YEAR,,STATE,WYOMING,56,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),9711000,1.1
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAVALA,507,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9718000,
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9720000,11.7
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",9720000,16.3
CENSUS,2017,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",9722000,14.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",9722000,18.7
CENSUS,2012,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,EL PASO,41,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9722000,3.2
CENSUS,2002,YEAR,,COUNTY,MISSOURI,29,WEST,40,HENRY,83,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9722000,
CENSUS,2002,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9722000,
CENSUS,2002,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9724000,
CENSUS,2002,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,WOOD,173,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9726000,
CENSUS,2007,YEAR,,COUNTY,NEBRASKA,31,NORTH,20,GARFIELD,71,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9727000,
CENSUS,2012,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9729000,21.3
CENSUS,2007,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9730000,
CENSUS,2007,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,CRAWFORD,79,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9731000,
CENSUS,2017,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,BIG STONE,11,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9732000,12.7
CENSUS,2017,YEAR,,STATE,GEORGIA,13,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",9733000,8.6
CENSUS,2017,YEAR,,COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9736000,9.3
CENSUS,2007,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9736000,
CENSUS,2017,YEAR,,AMERICAN INDIAN RESERVATION,,,,,,,,FLATHEAD,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9737000,12.8
CENSUS,2007,YEAR,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9745000,
CENSUS,1997,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,CLAY,19,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9745000,
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9746000,4.8
CENSUS,2002,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,LOUISA,115,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9746000,
CENSUS,2002,YEAR,,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,CHEROKEE,21,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9746000,
CENSUS,2002,YEAR,,COUNTY,NEBRASKA,31,CENTRAL,50,VALLEY,175,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9747000,
CENSUS,2012,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",9752000,9.1
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTHWEST,70,ADAMS,3,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9752000,
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9757000,9.5
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DREW,43,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9757000,
CENSUS,2017,YEAR,,COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9759000,11.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",9759000,9.7
CENSUS,2012,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,LEHIGH,77,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9763000,4.7
CENSUS,2017,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),9764000,7.5
CENSUS,2017,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",9766000,13
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9766000,14.3
CENSUS,2012,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",9766000,6.4
CENSUS,1997,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9770000,
CENSUS,2007,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (10,000 TO 24,999 $)",9776000,
CENSUS,1997,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9779000,
CENSUS,2012,YEAR,,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9780000,12.5
CENSUS,2012,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",9780000,13.3
CENSUS,2002,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9784000,
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9786000,11.7
CENSUS,1997,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9786000,
CENSUS,2017,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,LEE,287,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9787000,5.4
CENSUS,2012,YEAR,,STATE,WYOMING,56,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),9787000,26.5
CENSUS,2012,YEAR,,STATE,WYOMING,56,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),9787000,26.5
CENSUS,2007,YEAR,,COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9789000,
CENSUS,2012,YEAR,,COUNTY,SOUTH DAKOTA,46,EAST CENTRAL,60,DAVISON,35,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9792000,6.3
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",9795000,18.9
CENSUS,2012,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),9797000,1.9
CENSUS,2007,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,POLK,105,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9797000,
CENSUS,2002,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9801000,
CENSUS,2002,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9802000,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,EAST,60,FRANKLIN,71,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,9804000,
